,base,GenSR,Sublex_Score
2731297,bj-i-p-o-m,bj-i-p-m-a,0.459196965174628
2731298,s-u-pj-e-m-v,s-u-p-m-v-a,
2731299,b-u-p-o-m-v,b-u-p-m-v-a,7.239486251646767e-08
2731300,p-o-m-v,p-m-v-a,7.239486251646767e-08
2731643,p-mj-e-v,p-m-v-a,0.0007565386568815
2731986,pj-e-m-v,p-m-v-a,
2732111,pj-i-p-mj-e-v,pj-i-p-m-v-a,0.0007565386568815
2732705,rj-i-pj-e-m-v,rj-i-p-m-v-a,
2732706,g-u-pj-e-m-v,g-u-p-m-v-a,
2732707,r-u-p-m-o-v,r-u-p-m-v-a,0.0010993573239682
2733051,zh-u-pj-e-m-v,zh-u-p-m-v-a,
2733052,m-u-p-mj-e-v,m-u-p-m-v-a,0.0007565386568815
2733396,p-m-o-v,p-m-v-a,0.0010993573239682
2733460,x-a-p-m-o-v,x-a-p-m-v-a,0.0010993573239682
2733461,g-a-p-mj-e-v,g-a-p-m-v-a,0.0007565386568815
2733462,l-a-p-mj-e-v,l-a-p-m-v-a,0.0007565386568815
2733806,zh-i-p-o-m-v,zh-i-p-m-v-a,7.239486251646767e-08
2734682,g-a-p-m-o-v,g-a-p-m-v-a,0.0010993573239682
2734683,sh-u-pj-e-m-v,sh-u-p-m-v-a,
2735152,r-u-p-o-m-v,r-u-p-m-v-a,7.239486251646767e-08
2735217,b-u-p-mj-e-v,b-u-p-m-v-a,0.0007565386568815
2736997,kj-i-pj-e-m-n,kj-i-p-m-n-a,
2736998,t-u-p-mj-e-n,t-u-p-m-n-a,0.05411548842198
2737006,p-mj-e-n,p-m-n-a,0.05411548842198
2737349,sh-i-p-mj-e-n,sh-i-p-m-n-a,0.05411548842198
2737350,lj-i-p-o-m-n,lj-i-p-m-n-a,1.05003640783e-05
2737351,pj-e-m-n,p-m-n-a,
2737476,sh-u-p-mj-e-n,sh-u-p-m-n-a,0.05411548842198
2737477,zh-a-p-mj-e-n,zh-a-p-m-n-a,0.05411548842198
2738164,p-o-m-n,p-m-n-a,1.05003640783e-05
2738289,z-u-p-m-o-n,z-u-p-m-n-a,0.0661341796862692
2738633,bj-i-p-mj-e-n,bj-i-p-m-n-a,0.05411548842198
2738634,x-u-p-o-m-n,x-u-p-m-n-a,1.05003640783e-05
2738760,xj-i-p-o-m-n,xj-i-p-m-n-a,1.05003640783e-05
2738761,zh-i-p-o-m-n,zh-i-p-m-n-a,1.05003640783e-05
2738762,t-u-p-o-m-n,t-u-p-m-n-a,1.05003640783e-05
2738763,k-a-p-o-m-n,k-a-p-m-n-a,1.05003640783e-05
2738889,gj-i-p-m-o-n,gj-i-p-m-n-a,0.0661341796862692
2739015,p-m-o-n,p-m-n-a,0.0661341796862692
2739016,t-u-pj-e-m-n,t-u-p-m-n-a,
2739017,k-u-p-m-o-n,k-u-p-m-n-a,0.0661341796862692
2739143,z-u-pj-e-m-n,z-u-p-m-n-a,
2739487,s-u-p-o-m-n,s-u-p-m-n-a,1.05003640783e-05
2739738,zh-u-p-mj-e-n,zh-u-p-m-n-a,0.05411548842198
2740683,p-o-r,p-r-a,0.6666666666666666
2740808,pj-e-r,p-r-a,0.474023285349071
2740933,pj-i-p-o-r,pj-i-p-r-a,0.6666666666666666
2741059,lj-i-pj-e-r,lj-i-p-r-a,0.474023285349071
2741060,gj-i-p-o-r,gj-i-p-r-a,0.6666666666666666
2741061,x-a-pj-e-r,x-a-p-r-a,0.474023285349071
2741062,k-a-pj-e-r,k-a-p-r-a,0.474023285349071
2741188,xj-i-pj-e-r,xj-i-p-r-a,0.474023285349071
2741189,g-u-p-o-r,g-u-p-r-a,0.6666666666666666
2741815,n-u-pj-e-r,n-u-p-r-a,0.474023285349071
2741941,zh-a-p-r-o-n,zh-a-p-r-n-a,0.1440085904950506
2741942,p-r-o-n,p-r-n-a,0.1440085904950506
2742285,bj-i-p-r-o-n,bj-i-p-r-n-a,0.1440085904950506
2742286,g-a-p-r-o-n,g-a-p-r-n-a,0.1440085904950506
2742287,z-u-p-r-o-n,z-u-p-r-n-a,0.1440085904950506
2742295,p-o-r-n,p-r-n-a,2.69341095571e-05
2742807,pj-e-r-n,p-r-n-a,
2743383,p-rj-e-n,p-r-n-a,0.1186789526885009
2744327,gj-i-p-r-o-n,gj-i-p-r-n-a,0.1440085904950506
2744328,mj-i-pj-e-r-n,mj-i-p-r-n-a,
2745184,kj-i-p-r-o-n,kj-i-p-r-n-a,0.1440085904950506
2745528,g-a-p-rj-e-n,g-a-p-r-n-a,0.1186789526885009
2745529,bj-i-p-rj-e-n,bj-i-p-r-n-a,0.1186789526885009
2745937,x-a-p-rj-e-n,x-a-p-r-n-a,0.1186789526885009
2745938,z-u-p-o-r-n,z-u-p-r-n-a,2.69341095571e-05
2746282,z-u-p-rj-e-n,z-u-p-r-n-a,0.1186789526885009
2746499,xj-i-p-rj-e-n,xj-i-p-r-n-a,0.1186789526885009
2747012,r-a-p-o-r-n,r-a-p-r-n-a,2.69341095571e-05
2747013,sj-i-p-o-r-n,sj-i-p-r-n-a,2.69341095571e-05
2747014,tj-i-pj-e-r-n,tj-i-p-r-n-a,
2747359,pj-i-pj-e-r-n,pj-i-p-r-n-a,
2748600,zj-i-p-rj-e-n,zj-i-p-r-n-a,0.1186789526885009
2749807,zh-a-p-rj-e-n,zh-a-p-r-n-a,0.1186789526885009
2749808,lj-i-p-r-o-n,lj-i-p-r-n-a,0.1440085904950506
2750025,k-u-p-o-f,k-u-p-f-a,0.0869662352066554
2750026,bj-i-p-o-f,bj-i-p-f-a,0.0869662352066554
2750027,pj-e-f,p-f-a,0.0647669683513162
2750243,p-o-f,p-f-a,0.0869662352066554
2750892,zh-i-pj-e-f,zh-i-p-f-a,0.0647669683513162
2750893,l-u-pj-e-f,l-u-p-f-a,0.0647669683513162
2751326,pj-e-f-v,p-f-v-a,
2751327,p-f-o-v,p-f-v-a,0.0331180523854233
2751354,r-a-p-f-o-v,r-a-p-f-v-a,0.0331180523854233
2751382,p-fj-e-v,p-f-v-a,0.0028175155689246
2751410,sh-i-p-fj-e-v,sh-i-p-f-v-a,0.0028175155689246
2751411,b-a-p-fj-e-v,b-a-p-f-v-a,0.0028175155689246
2751412,m-u-p-o-f-v,m-u-p-f-v-a,7.9352421804e-06
2751413,pj-e-f-m,p-f-m-a,
2751541,p-fj-e-m,p-f-m-a,0.0580342087846876
2751542,xj-i-p-f-o-m,xj-i-p-f-m-a,0.28471983494279623
2751607,g-a-pj-e-f-m,g-a-p-f-m-a,
2751608,rj-i-p-fj-e-m,rj-i-p-f-m-a,0.0580342087846876
2751609,p-f-o-m,p-f-m-a,0.28471983494279623
2751610,mj-i-p-o-f-m,mj-i-p-f-m-a,0.0006148473066153
2751611,bj-i-p-fj-e-m,bj-i-p-f-m-a,0.0580342087846876
2751612,sh-i-pj-e-f-m,sh-i-p-f-m-a,
2751677,pj-e-f-p,p-f-p-a,
2751678,n-u-p-o-f-p,n-u-p-f-p-a,1.15317105992e-05
2751679,p-o-f-p,p-f-p-a,1.15317105992e-05
2751680,t-a-p-o-f-p,t-a-p-f-p-a,1.15317105992e-05
2751681,g-u-p-f-o-p,g-u-p-f-p-a,0.0071822470151203
2751682,p-f-o-p,p-f-p-a,0.0071822470151203
2751690,pj-i-p-o-f-p,pj-i-p-f-p-a,1.15317105992e-05
2751699,xj-i-p-o-f-x,xj-i-p-f-x-a,1.8701955686e-06
2751700,lj-i-pj-e-f-x,lj-i-p-f-x-a,
2751701,p-fj-e-x,p-f-x-a,0.0063306592152938
2751702,l-a-pj-e-f-x,l-a-p-f-x-a,
2751703,zh-i-p-f-o-x,zh-i-p-f-x-a,0.0142218357301468
2751704,p-fj-e-ch,p-f-ch-a,0.0140489596568207
2751705,pj-e-f-ch,p-f-ch-a,
2751706,p-o-f-ch,p-f-ch-a,7.1270875481e-06
2751707,p-f-o-ch,p-f-ch-a,0.018879168275156
2751708,t-a-p-fj-e-sh,t-a-p-f-sh-a,0.0237531573630829
2751709,pj-i-p-f-o-sh,pj-i-p-f-sh-a,0.027900629435077998
2751710,sh-u-p-f-o-sh,sh-u-p-f-sh-a,0.027900629435077998
2751711,p-fj-e-sh,p-f-sh-a,0.0237531573630829
2751712,b-u-p-o-x,b-u-p-x-a,0.5759237484834987
2751713,pj-e-x,p-x-a,0.3313683523663163
2751721,p-o-x,p-x-a,0.5759237484834987
2751775,zh-a-pj-e-x,zh-a-p-x-a,0.3313683523663163
2751784,sh-u-p-o-x,sh-u-p-x-a,0.5759237484834987
2751812,x-u-p-o-x,x-u-p-x-a,0.5759237484834987
2751813,zh-u-pj-e-x,zh-u-p-x-a,0.3313683523663163
2751814,p-o-x-v,p-x-v-a,8.74732431507e-05
2751822,l-a-pj-e-x-v,l-a-p-x-v-a,
2751831,lj-i-p-xj-e-v,lj-i-p-x-v-a,0.000478201501623
2751832,pj-e-x-v,p-x-v-a,
2751833,b-a-p-x-o-v,b-a-p-x-v-a,0.0115850502094423
2751834,p-x-o-v,p-x-v-a,0.0115850502094423
2751850,pj-e-x-l,p-x-l-a,
2751851,p-xj-e-l,p-x-l-a,0.0004782015235192
2751859,p-x-o-l,p-x-l-a,0.0115850502094423
2751860,x-u-pj-e-x-l,x-u-p-x-l-a,
2751861,p-o-x-l,p-x-l-a,8.74732431507e-05
2751888,g-a-p-x-o-l,g-a-p-x-l-a,0.0115850502094423
2751889,t-a-p-xj-e-l,t-a-p-x-l-a,0.0004782015235192
2751890,bj-i-p-o-x-l,bj-i-p-x-l-a,8.74732431507e-05
2751953,sh-u-p-o-x-m,sh-u-p-x-m-a,0.0001277662483894
2751954,p-xj-e-m,p-x-m-a,8.65240571076e-05
2751955,sh-u-p-xj-e-m,sh-u-p-x-m-a,8.65240571076e-05
2751956,zh-a-p-o-x-m,zh-a-p-x-m-a,0.0001277662483894
2751957,k-a-p-xj-e-m,k-a-p-x-m-a,8.65240571076e-05
2751958,rj-i-p-xj-e-m,rj-i-p-x-m-a,8.65240571076e-05
2751959,zh-i-p-o-x-m,zh-i-p-x-m-a,0.0001277662483894
2751960,pj-e-x-m,p-x-m-a,
2751961,p-x-o-m,p-x-m-a,0.0083175606295198
2751962,m-a-p-o-x-s,m-a-p-x-s-a,1.3931051257e-06
2751963,m-u-p-o-x-s,m-u-p-x-s-a,1.3931051257e-06
2751964,p-xj-e-s,p-x-s-a,0.0001384310153369
2751965,pj-e-x-s,p-x-s-a,
2751966,pj-i-pj-e-x-s,pj-i-p-x-s-a,
2751967,g-a-p-xj-e-s,g-a-p-x-s-a,0.0001384310153369
2751968,k-u-p-x-o-s,k-u-p-x-s-a,0.0016360941304175
2751969,p-o-x-s,p-x-s-a,1.3931051257e-06
2751970,p-o-x-f,p-x-f-a,2.6341920068846388e-08
2751997,m-a-p-x-o-f,m-a-p-x-f-a,9.496462003799999e-06
2751998,rj-i-p-xj-e-f,rj-i-p-x-f-a,9.27288660905877e-07
2752026,p-xj-e-f,p-x-f-a,9.27288660905877e-07
2752027,zh-u-p-xj-e-f,zh-u-p-x-f-a,9.27288660905877e-07
2752028,pj-e-x-f,p-x-f-a,
2752029,g-a-p-xj-e-f,g-a-p-x-f-a,9.27288660905877e-07
2752030,r-u-p-xj-e-f,r-u-p-x-f-a,9.27288660905877e-07
2752058,kj-i-p-xj-e-ch,kj-i-p-x-ch-a,2.7006915043e-06
2752059,p-o-x-ch,p-x-ch-a,9.397176284598923e-08
2752067,p-x-o-ch,p-x-ch-a,3.03989230112e-05
2752076,r-a-pj-e-x-ch,r-a-p-x-ch-a,
2752077,m-u-p-xj-e-ch,m-u-p-x-ch-a,2.7006915043e-06
2752078,m-u-p-o-x-sh,m-u-p-x-sh-a,4.3594673247884754e-08
2752079,l-u-p-x-o-sh,l-u-p-x-sh-a,4.2955990679e-05
2752080,mj-i-p-x-o-sh,mj-i-p-x-sh-a,4.2955990679e-05
2752081,x-u-p-xj-e-sh,x-u-p-x-sh-a,4.6066732155e-06
2752082,p-o-sh,p-sh-a,0.6958119165354145
2752090,sh-i-pj-e-sh,sh-i-p-sh-a,0.6543011496165653
2752091,p-u-p-o-sh,p-u-p-sh-a,0.6958119165354145
2752100,pj-e-sh,p-sh-a,0.6543011496165653
2752116,zh-a-p-o-sh-l,zh-a-p-sh-l-a,0.0014293713871383
2752117,sh-i-p-sh-e-l,sh-i-p-sh-l-a,0.6666666666666666
2752118,r-a-p-sh-e-l,r-a-p-sh-l-a,0.6666666666666666
2752119,p-sh-e-l,p-sh-l-a,0.6666666666666666
2752120,p-sh-o-l,p-sh-l-a,0.6666666666666666
2752128,n-u-p-sh-o-l,n-u-p-sh-l-a,0.6666666666666666
2752137,sh-i-p-sh-o-m,sh-i-p-sh-m-a,0.6666666666666666
2752138,pj-e-sh-m,p-sh-m-a,
2752146,p-sh-e-m,p-sh-m-a,0.6666666666666666
2752200,p-o-sh-m,p-sh-m-a,0.0014293713871383
2752208,x-u-p-o-sh-m,x-u-p-sh-m-a,0.0014293713871383
2752252,p-sh-o-m,p-sh-m-a,0.6666666666666666
2752253,p-o-sh-n,p-sh-n-a,0.0004421212367709
2752254,p-sh-e-n,p-sh-n-a,0.6666666666666666
2752382,pj-e-sh-n,p-sh-n-a,
2752383,xj-i-pj-e-sh-n,xj-i-p-sh-n-a,
2752448,p-sh-o-n,p-sh-n-a,0.6666666666666666
2752520,t-a-pj-e-sh-n,t-a-p-sh-n-a,
2752521,r-a-p-sh-e-n,r-a-p-sh-n-a,0.6666666666666666
2752522,zh-i-pj-e-sh-n,zh-i-p-sh-n-a,
2752531,p-sh-e-p,p-sh-p-a,0.0345699666669916
2752539,r-u-pj-e-sh-p,r-u-p-sh-p-a,
2752540,l-a-p-o-sh-p,l-a-p-sh-p-a,3.84039766512e-05
2752541,p-sh-o-p,p-sh-p-a,0.0345699666669916
2752550,pj-e-sh-r,p-sh-r-a,
2752551,s-u-pj-e-sh-r,s-u-p-sh-r-a,
2752552,t-u-p-sh-o-r,t-u-p-sh-r-a,0.0056379316607571995
2752553,p-o-sh-r,p-sh-r-a,3.484177922828102e-07
2752554,p-u-p-o-sh-r,p-u-p-sh-r-a,3.484177922828102e-07
2752555,p-sh-o-r,p-sh-r-a,0.0056379316607571995
2752556,sh-u-pj-e-sh-r,sh-u-p-sh-r-a,
2752557,pj-i-p-o-sh-r,pj-i-p-sh-r-a,3.484177922828102e-07
2752558,sh-a-p-sh-e-r,sh-a-p-sh-r-a,0.0056379316607571995
2752559,p-sh-o-s,p-sh-s-a,0.0455865481895509
2752567,p-o-sh-s,p-sh-s-a,7.562055452229401e-07
2752575,p-sh-e-s,p-sh-s-a,0.0455865481895509
2752576,pj-e-sh-s,p-sh-s-a,
2752592,zh-i-pj-e-sh-s,zh-i-p-sh-s-a,
2752609,x-u-pj-e-sh-x,x-u-p-sh-x-a,
2752610,l-a-p-o-sh-x,l-a-p-sh-x-a,5.306273521003518e-08
2752611,lj-i-pj-e-sh-x,lj-i-p-sh-x-a,
2752612,zh-i-pj-e-sh-x,zh-i-p-sh-x-a,
2752613,t-u-pj-e-sh-x,t-u-p-sh-x-a,
2752614,t-a-pj-e-sh-x,t-a-p-sh-x-a,
2752615,p-sh-e-x,p-sh-x-a,0.0048979225333056
2752616,rj-i-p-o-sh-x,rj-i-p-sh-x-a,5.306273521003518e-08
2752617,pj-e-sh-x,p-sh-x-a,
2752618,p-o-sh-ch,p-sh-ch-a,6.9668217793e-06
2752619,p-sh-o-ch,p-sh-ch-a,0.0163829582103071
2752620,pj-e-sh-ch,p-sh-ch-a,
2752628,g-a-p-o-sh-ch,g-a-p-sh-ch-a,6.9668217793e-06
2752629,m-a-p-sh-e-ch,m-a-p-sh-ch-a,0.0163829582103071
2752638,bj-i-p-o-sh-ch,bj-i-p-sh-ch-a,6.9668217793e-06
2752639,n-u-rj-e-b,n-u-r-b-a,0.1366895769312574
2752640,r-o-b,r-b-a,0.1937635731225528
2752667,x-a-r-o-b,x-a-r-b-a,0.1937635731225528
2752702,zj-i-rj-e-b,zj-i-r-b-a,0.1366895769312574
2752703,p-u-r-o-b,p-u-r-b-a,0.1937635731225528
2752739,rj-e-b,r-b-a,0.1366895769312574
2752747,k-a-rj-e-b,k-a-r-b-a,0.1366895769312574
2752756,x-u-r-o-b,x-u-r-b-a,0.1937635731225528
2752757,rj-i-r-o-b,rj-i-r-b-a,0.1937635731225528
2752758,l-u-r-o-b,l-u-r-b-a,0.1937635731225528
2752759,g-u-r-bj-e-v,g-u-r-b-v-a,0.0157816285544999
2752760,mj-i-rj-e-b-v,mj-i-r-b-v-a,
2752761,r-u-r-bj-e-v,r-u-r-b-v-a,0.0157816285544999
2752762,r-bj-e-v,r-b-v-a,0.0157816285544999
2752887,tj-i-r-bj-e-v,tj-i-r-b-v-a,0.0157816285544999
2752888,r-b-o-v,r-b-v-a,0.0279641101564351
2752896,x-u-r-bj-e-v,x-u-r-b-v-a,0.0157816285544999
2752905,rj-e-b-v,r-b-v-a,
2752913,zh-a-r-b-o-v,zh-a-r-b-v-a,0.0279641101564351
2752914,r-o-b-v,r-b-v-a,3.070846783e-06
2753047,sh-i-rj-e-b-v,sh-i-r-b-v-a,
2753048,sh-a-r-b-o-v,sh-a-r-b-v-a,0.0279641101564351
2753307,k-u-r-bj-e-v,k-u-r-b-v-a,0.0157816285544999
2753441,mj-i-r-o-n,mj-i-r-n-a,0.6666666666666666
2753442,b-u-r-o-n,b-u-r-n-a,0.6666666666666666
2753450,m-u-r-o-n,m-u-r-n-a,0.6666666666666666
2753477,rj-e-n,r-n-a,0.4740232127283573
2780477,k-a-rj-e-n,k-a-r-n-a,0.4740232127283573
2807478,lj-i-rj-e-n,lj-i-r-n-a,0.4740232127283573
2807479,z-u-r-o-n,z-u-r-n-a,0.6666666666666666
2834487,r-o-n,r-n-a,0.6666666666666666
2869487,lj-i-r-o-n,lj-i-r-n-a,0.6666666666666666
2877488,rj-i-r-o-n,rj-i-r-n-a,0.6666666666666666
2931496,m-a-rj-e-n,m-a-r-n-a,0.4740232127283573
2931523,k-u-rj-e-n,k-u-r-n-a,0.4740232127283573
2931524,sh-i-rj-e-n,sh-i-r-n-a,0.4740232127283573
2958532,k-a-r-o-n,k-a-r-n-a,0.6666666666666666
3047540,tj-i-r-o-n,tj-i-r-n-a,0.6666666666666666
3136541,gj-i-rj-e-n,gj-i-r-n-a,0.4740232127283573
3171542,n-u-rj-e-n,n-u-r-n-a,0.4740232127283573
3198569,t-a-r-o-n,t-a-r-n-a,0.6666666666666666
3268632,x-u-rj-e-n,x-u-r-n-a,0.4740232127283573
3295660,tj-i-rj-e-n,tj-i-r-n-a,0.4740232127283573
3376687,r-a-rj-e-n,r-a-r-n-a,0.4740232127283573
3376688,n-u-r-o-n,n-u-r-n-a,0.6666666666666666
3384689,x-u-r-o-n,x-u-r-n-a,0.6666666666666666
3427740,sj-i-rj-e-n,sj-i-r-n-a,0.4740232127283573
3462741,g-a-r-o-n,g-a-r-n-a,0.6666666666666666
3478742,zh-a-rj-e-n,zh-a-r-n-a,0.4740232127283573
3478751,mj-i-rj-e-n,mj-i-r-n-a,0.4740232127283573
3521860,m-u-rj-e-n,m-u-r-n-a,0.4740232127283573
3583861,zh-i-r-o-n,zh-i-r-n-a,0.6666666666666666
3715878,l-a-r-o-n,l-a-r-n-a,0.6666666666666666
3723879,sh-u-r-o-n,sh-u-r-n-a,0.6666666666666666
3723880,r-o-p,r-p-a,0.025225287827104897
3723944,rj-e-p,r-p-a,0.009149015592188
3724008,sh-a-rj-e-p,sh-a-r-p-a,0.0155033256015497
3724009,x-a-r-o-p,x-a-r-p-a,0.0345699666669916
3724010,t-a-r-o-p,t-a-r-p-a,0.0345699666669916
3724139,kj-i-rj-e-p,kj-i-r-p-a,0.0155033256015497
3724140,gj-i-r-o-p,gj-i-r-p-a,0.0345699666669916
3724141,zh-a-r-o-p,zh-a-r-p-a,0.0345699666669916
3724142,pj-i-r-o-p,pj-i-r-p-a,0.0345699666669916
3724143,bj-i-rj-e-p,bj-i-r-p-a,0.0155033256015497
3724144,g-a-rj-e-p,g-a-r-p-a,0.0155033256015497
3724145,rj-i-r-o-p,rj-i-r-p-a,0.0345699666669916
3724402,xj-i-r-pj-e-v,xj-i-r-p-v-a,0.0395778115910979
3724403,pj-i-r-pj-e-v,pj-i-r-p-v-a,0.0395778115910979
3724404,r-o-p-v,r-p-v-a,2.26587371466e-05
3724405,s-u-r-pj-e-v,s-u-r-p-v-a,0.0395778115910979
3724406,r-p-o-v,r-p-v-a,0.0969428093750076
3724414,z-u-r-o-p-v,z-u-r-p-v-a,2.6563593651e-05
3724415,l-u-r-p-o-v,l-u-r-p-v-a,0.1229226202635992
3724416,rj-e-p-v,r-p-v-a,
3724470,m-u-r-p-o-v,m-u-r-p-v-a,0.1229226202635992
3724471,sh-a-r-p-o-v,sh-a-r-p-v-a,0.1229226202635992
3724472,r-u-rj-e-p-v,r-u-r-p-v-a,
3724481,k-a-r-pj-e-v,k-a-r-p-v-a,0.0395778115910979
3724509,lj-i-rj-e-p-m,lj-i-r-p-m-a,
3724510,l-a-r-p-o-m,l-a-r-p-m-a,0.459196965174628
3724511,r-o-p-m,r-p-m-a,0.0005848478644034
3724512,rj-i-rj-e-p-m,rj-i-r-p-m-a,
3724513,kj-i-r-p-o-m,kj-i-r-p-m-a,0.459196965174628
3724514,zh-u-r-o-p-m,zh-u-r-p-m-a,0.0006855702448356
3724515,sh-i-r-pj-e-m,sh-i-r-p-m-a,0.2925277819600505
3724516,rj-e-p-m,r-p-m-a,
3724524,zj-i-r-pj-e-m,zj-i-r-p-m-a,0.2925277819600505
3724525,bj-i-r-p-o-m,bj-i-r-p-m-a,0.459196965174628
3724526,b-u-r-p-o-m,b-u-r-p-m-a,0.459196965174628
3724535,kj-i-r-p-o-r,kj-i-r-p-r-a,0.6666666666666666
3724536,xj-i-rj-e-p-r,xj-i-r-p-r-a,
3724537,r-pj-e-r,r-p-r-a,0.345698774031956
3724564,r-p-o-r,r-p-r-a,0.5900381923076204
3724592,rj-e-p-r,r-p-r-a,
3724600,r-u-rj-e-p-r,r-u-r-p-r-a,
3724601,b-a-rj-e-p-r,b-a-r-p-r-a,
3724602,s-u-rj-e-p-r,s-u-r-p-r-a,
3724603,r-o-p-r,r-p-r-a,0.001219504834612
3724630,s-u-r-pj-e-r,s-u-r-p-r-a,0.4740233991180144
3724658,bj-i-r-p-o-r,bj-i-r-p-r-a,0.6666666666666666
3724686,k-u-r-o-p-r,k-u-r-p-r-a,0.0014293713871383
3724687,l-u-r-pj-e-r,l-u-r-p-r-a,0.4740233991180144
3724715,g-a-r-pj-e-r,g-a-r-p-r-a,0.4740233991180144
3724716,sh-u-r-p-o-r,sh-u-r-p-r-a,0.6666666666666666
3724725,b-u-r-o-p-r,b-u-r-p-r-a,0.0014293713871383
3724726,r-o-s,r-s-a,0.8864838238344752
3724727,kj-i-rj-e-s,kj-i-r-s-a,0.8961350817831748
3724728,z-u-r-o-s,z-u-r-s-a,0.9239480012956562
3724729,zj-i-rj-e-s,zj-i-r-s-a,0.8961350817831748
3724730,rj-e-s,r-s-a,0.8349329924461106
3724731,r-u-rj-e-s,r-u-r-s-a,0.8961350817831748
3724732,z-u-rj-e-s,z-u-r-s-a,0.8961350817831748
3724733,sh-i-r-o-s,sh-i-r-s-a,0.9239480012956562
3724734,gj-i-rj-e-s,gj-i-r-s-a,0.8961350817831748
3724735,bj-i-rj-e-s,bj-i-r-s-a,0.8961350817831748
3724751,t-a-r-o-f,t-a-r-f-a,0.1767051483443592
3724752,rj-e-f,r-f-a,0.0812859198487508
3724877,r-o-f,r-f-a,0.1215826933675238
3725093,sh-a-r-o-f,sh-a-r-f-a,0.1767051483443592
3725094,x-u-r-o-f,x-u-r-f-a,0.1767051483443592
3725220,m-a-r-o-f,m-a-r-f-a,0.1767051483443592
3725221,l-u-r-o-f,l-u-r-f-a,0.1767051483443592
3725779,bj-i-r-o-f,bj-i-r-f-a,0.1767051483443592
3725780,sh-u-r-o-f,sh-u-r-f-a,0.1767051483443592
3726213,zh-a-rj-e-f,zh-a-r-f-a,0.1311302063629077
3726339,zj-i-r-o-f,zj-i-r-f-a,0.1767051483443592
3726465,sh-i-r-o-f,sh-i-r-f-a,0.1767051483443592
3726682,gj-i-r-o-f,gj-i-r-f-a,0.1767051483443592
3726683,g-a-r-o-f,g-a-r-f-a,0.1767051483443592
3726684,x-a-rj-e-f,x-a-r-f-a,0.1311302063629077
3726685,g-u-r-o-f-v,g-u-r-f-v-a,2.03341446386e-05
3726686,r-f-o-v,r-f-v-a,0.0674628358158809
3726713,rj-e-f-v,r-f-v-a,
3726721,r-fj-e-v,r-f-v-a,0.003883330874416
3726729,r-o-f-v,r-f-v-a,1.73450031871e-05
3726783,tj-i-r-f-o-v,tj-i-r-f-v-a,0.0801371487580988
3726792,n-u-r-o-f-v,n-u-r-f-v-a,2.03341446386e-05
3726793,sh-i-rj-e-f-v,sh-i-r-f-v-a,
3726848,k-u-rj-e-f-v,k-u-r-f-v-a,
3726884,kj-i-r-fj-e-m,kj-i-r-f-m-a,0.1263129872943831
3726885,r-f-o-m,r-f-m-a,0.448998687737043
3726939,mj-i-r-o-f-m,mj-i-r-f-m-a,0.0015740602257268
3726940,l-a-r-f-o-m,l-a-r-f-m-a,0.501427549414177
3726941,n-u-r-fj-e-m,n-u-r-f-m-a,0.1263129872943831
3726969,k-u-r-fj-e-m,k-u-r-f-m-a,0.1263129872943831
3726970,r-o-f-m,r-f-m-a,0.001342978396585
3726978,x-u-r-o-f-m,x-u-r-f-m-a,0.0015740602257268
3726986,p-u-r-o-f-m,p-u-r-f-m-a,0.0015740602257268
3726987,t-a-r-o-f-m,t-a-r-f-m-a,0.0015740602257268
3726988,rj-e-f-m,r-f-m-a,
3727004,zh-i-r-fj-e-m,zh-i-r-f-m-a,0.1263129872943831
3727005,r-u-r-f-o-m,r-u-r-f-m-a,0.501427549414177
3727022,b-a-r-o-f-m,b-a-r-f-m-a,0.0015740602257268
3727023,r-o-x,r-x-a,0.9595683946841855
3727087,x-a-r-o-x,x-a-r-x-a,0.9718039623361329
3727088,xj-i-rj-e-x,xj-i-r-x-a,0.949819255039744
3727089,rj-e-x,r-x-a,0.91745819837402
3728118,kj-i-r-o-x,kj-i-r-x-a,0.9718039623361329
3728126,t-a-rj-e-x,t-a-r-x-a,0.949819255039744
3728127,mj-i-rj-e-x,mj-i-r-x-a,0.949819255039744
3728136,zh-a-r-o-x,zh-a-r-x-a,0.9718039623361329
3728201,gj-i-rj-e-x,gj-i-r-x-a,0.949819255039744
3728545,x-u-r-o-x,x-u-r-x-a,0.9718039623361329
3728546,sh-a-rj-e-x,sh-a-r-x-a,0.949819255039744
3729576,r-a-rj-e-x,r-a-r-x-a,0.949819255039744
3729577,sj-i-r-o-x,sj-i-r-x-a,0.9718039623361329
3729706,sj-i-r-o-x-v,sj-i-r-x-v-a,0.0014293713871383
3729707,rj-e-x-v,r-x-v-a,
3729832,zh-i-r-o-x-v,zh-i-r-x-v-a,0.0014293713871383
3729833,r-x-o-v,r-x-v-a,0.5900381923076204
3729841,r-xj-e-v,r-x-v-a,0.3454953061882531
3729868,p-u-r-xj-e-v,p-u-r-x-v-a,0.4737604607557586
3729896,r-o-x-v,r-x-v-a,0.001219504834612
3729897,p-u-r-x-o-v,p-u-r-x-v-a,0.6666666666666666
3730406,r-u-r-xj-e-v,r-u-r-x-v-a,0.4737604607557586
3730434,mj-i-r-o-x-v,mj-i-r-x-v-a,0.0014293713871383
3730435,x-u-r-o-x-l,x-u-r-x-l-a,0.0014293713871383
3730436,g-u-r-xj-e-l,g-u-r-x-l-a,0.4740172343998969
3730437,r-u-rj-e-x-l,r-u-r-x-l-a,
